giata,giata_name,giata_latitude,giata_longitude,hilton,hilton_name,hilton_latitude,hilton_longitude,score
10093040,"Homewood Suites by Hilton Huntsville-Downtown",34.723328,-86.582841,MGMMC,"Tempo by Hilton Huntsville Midcity",34.737711,-86.664819,13.709848
69664924,"Sebastian Saltwater",27.8289088,-80.47425363,MLBSB,"Hampton Inn by Hilton Sebastian",27.801231,-80.460391,10.754616
27891986,"Mercure Istanbul Altunizade",41.024293,29.040995,ISTER,"Altunizade Suites Istanbul, Curio Collection by Hilton",41.025665,29.04389,20.385761
37679404,"DoubleTree by Hilton Hotel Toronto Downtown",43.65463,-79.386076,YYZDT,"Revery Toronto Downtown, Curio Collection by Hilton",43.647049,-79.392921,17.367607
82930946,"Home2 Suites by Hilton Yuma Pivot Point",32.72561074,-114.61920391,YUMFN,"Home2 Suites by Hilton Yuma Foothills",32.665926,-114.446034,20.61204
18268993,"Hampton Inn & Suites Amarillo East",35.19414849,-101.75374228,AMAAD,"Hampton Inn & Suites by Hilton Amarillo Downtown",35.203,-101.332,18.282944
35928386,"Hampton Inn Memphis-Poplar",35.108091,-89.884757,MEMPR,"Hampton Inn Memphis-Poplar",35.108231,-89.884804,25.288303
74454971,"7Days Inn Chengdu East Railway Station",30.6535,104.058,CTURS,"Hilton Garden Inn Chengdu East Railway Station",30.653535,104.146315,20.411806
16270731,"DoubleTree by Hilton Hotel Princeton",40.366401228649,-74.597449694729,PCTGP,"Graduate by Hilton Princeton",40.349474,-74.662823,15.123636
71852982,"The Nomad Hotel",51.5134882,-0.1219973,LONNM,"NoMad London",51.513702,-0.122652,9.152994
79527211,"Hinode Hills",42.84635493,140.68508526,CTSHH,"Hinode Hills Niseko Village",42.844443,140.675228,20.520044
36159346,"Tru by Hilton Yarmouth",43.83474918,-66.08580853,YSJNV,"Tru by Hilton Yarmouth",43.834539,-66.085591,25.121527
65870822,"Hilton Garden Inn Toronto/Oakville",43.503463,-79.668955,YYZAC,"Hampton Inn & Suites by Hilton Oakville Toronto ON",43.409946,-79.72753,22.39738
85198786,"The Vista at Hilton Tel Aviv",32.089310776388,34.770607043041,TLVVI,"The Vista at Hilton Tel Aviv",32.08889,34.770253,28.940895
60453335,"Foundry Hotel Asheville Curio Collection by Hilton",35.59358216,-82.54988168,AVLCU,"The Foundry Hotel Asheville, Curio Collection by Hilton",35.593429,-82.550036,31.269403
97887815,"C. Baldwin, Curio Collection by Hilton",29.757876560513,-95.370829355231,HOUCU,"C. Baldwin, Curio Collection by Hilton",29.757968,-95.371098,31.179905
40709142,"Hilton Cancun, an All-Inclusive Resort",20.95335425,-86.83605668,CUNQR,"Hilton Cancun, an All-Inclusive Resort",20.966711,-86.863937,30.054588
93405553,"Hilton Nordica",64.139688,-21.889091,KEFHF,"Hilton Reykjavik Nordica",64.1396,-21.8859,20.330563
87543517,"Lse Passfield Hall (Sgl Shared Facility)",51.52520418,-0.13073968,LXAAA,"SLH Test Facility",51.4938,-0.1269,7.950038
83326262,"Hotel Fraye Nashville Midtown, Curio Collection by Hilton",36.151538251584,-86.796292746033,BNAMO,"Hotel Fraye Nashville, Curio Collection by Hilton",36.15158,-86.796303,28.553154
80242502,"Homewood Suites By Hilton Santo Domingo",18.4713257,-69.94128945,SDQHW,"Homewood Suites by Hilton Santo Domingo",18.471362,-69.941237,27.566692
24718124,"Reykjavik Konsulat Hotel, Curio Collection by Hilton",64.14808314,-21.93780513,REKCU,"Reykjavik Consulate Hotel, Curio Collection by Hilton",64.148019,-21.937363,23.817139
21885826,"OYO Hotel Wytheville I-77 & I-81",36.9551,-81.0647,BKWAT,"Spark by Hilton Wytheville Holston Rd I 81",36.962132,-81.096365,19.2243
58857531,"Hampton Inn & Suites by Hilton Charlotte North I 485",35.34865032,-80.86296952,CLTVS,"Hampton Inn & Suites by Hilton York",34.992223,-81.243019,12.245903
,,,,OPCLA,"Opera Cloud Dev Facility PCRS",46.530369,24.544538,0
65730717,"Isla Brown Corinthia",37.931664686605,23.146438635676,ATHIB,"Isla Brown Corinthia Resort & Spa, Curio Collection by Hilton",37.931939,23.146205,28.699682
67478524,"Hampton Inn Lincoln Airport",40.84423862,-96.73647106,LNKOC,"Spark by Hilton Lincoln Airport",40.845451,-96.738062,12.799954
11119142,"Home2 Suites by Hilton Logansport",40.757255898489,-86.312819055225,OKKIE,"Home2 Suites by Hilton Kokomo",40.436421,-86.124961,16.310287
,,,,SASAA,"Signia Test 1",32.836137,-96.777955,0
14104240,"Hampton Inn Chicago McCormick Place",41.85267202,-87.62307765,CHIMC,"Hampton Inn Chicago McCormick Place",41.852701,-87.623121,27.384544
19173484,"Boeira Garden Hotel Porto Gaia, Curio Collection by Hilton",41.12792905,-8.61215354,OPOQQ,"Boeira Garden Hotel Porto Gaia, Curio Collection by Hilton",41.12798,-8.612567,33.55152
35928386,"Hampton Inn Memphis-Poplar",35.108091,-89.884757,AAABB,"Hampton Inn Memphis-Poplar",35.108231,-89.884804,25.288303
99725291,"Hampton Inn Atlanta/Douglasville",33.731051297498,-84.740385649854,ATBBB,"Hampton Inn Atlanta/Douglasville-Arbor Place Mall",33.729739,-84.747206,25.288303
79951142,"Home2 Suites by Hilton Alpharetta",34.0742012,-84.2658142,ATLNA,"Home2 Suites by Hilton Acworth",34.08043,-84.656765,16.355259
67658466,"Tru By Hilton Wytheville",36.96573705,-81.07405849,XXXXX,"Spark by Hilton Wytheville Holston Rd",36.962132,-81.096365,17.636461
67658466,"Tru By Hilton Wytheville",36.96573705,-81.07405849,XCCDD,"Spark by Hilton Wytheville Holston Rd",36.962132,-81.096365,17.636461
79951142,"Home2 Suites by Hilton Alpharetta",34.0742012,-84.2658142,ATBBA,"Home2 Suites by Hilton Acworth",34.08043,-84.656765,16.355259
67658466,"Tru By Hilton Wytheville",36.96573705,-81.07405849,XSSDD,"Spark by Hilton Wytheville Holston Rd",36.962132,-81.096365,17.636461
36159346,"Tru by Hilton Yarmouth",43.83474918,-66.08580853,YSJAA,"Tru by Hilton Yarmouth",43.834539,-66.085591,25.121527
,,,,CCSSH,Unknown,0,0,0
67658466,"Tru By Hilton Wytheville",36.96573705,-81.07405849,XSAFG,"Spark by Hilton Wytheville Holston Rd",36.962132,-81.096365,17.636461
,,,,SSGGD,Unknown,0,0,0
56755760,"Hilton Suites Makkah",21.421328192219,39.821591856136,MAKES,"Embassy Suites by Hilton Makkah KAAR",21.325956,39.946046,19.645142
88078022,"Hilton Garden Inn Austin University Capitol District",30.27940886,-97.74147702,AUSAU,"Hilton Garden Inn Austin University Capitol District",30.279449,-97.741508,29.895378
43510055,"WoodSpring Suites Austin South Central I-35",30.20643884,-97.75673274,AUSLE,"Home2 Suites by Hilton Austin South I-35",30.167866,-97.787693,22.246143
51570237,"Candlewood Suites Huntersville-Lake Norman",35.4405965,-80.87276675,CLTBD,"Hilton Garden Inn Huntersville Lake Norman",35.441272,-80.84894,22.201674
89800077,"Hilton Garden Inn Moncton Downtown",46.08765079,-64.78504172,YQMCA,"Hilton Garden Inn Moncton Downtown",46.087651,-64.785373,24.79726
46783382,"Hampton Inn Gretna - Altavista - Chatham",36.95196582113,-79.377607034313,LYHGR,"Hampton Inn by Hilton Gretna",36.951971,-79.377545,16.621155
20096080,"Hilton Garden Inn Al Khobar",26.30695436,50.17555331,DMMPY,"Canopy by Hilton Al Khobar the Avenues",26.333129,50.175066,16.968075
84854033,"DoubleTree by Hilton Dubai M square Hotel & Residences",25.2504683,55.30089225,DXBMK,"DoubleTree by Hilton Dubai M Square Hotel & Residences",25.250342,55.301012,28.125193
23250295,"Port Charlotte Homes",26.8503433,-82.2942613,PGDPC,"Home2 Suites by Hilton Port Charlotte",27.022026,-82.045965,15.59587
37266993,"Hilton Garden Inn Austin North",30.402198418825,-97.675520856414,AUSCN,"Hilton Garden Inn Austin Central",30.338273,-97.697001,17.683313
42110717,"Hilton Garden Inn Madison Downtown",43.068332249543,-89.398311726984,MSNMU,"Hilton Garden Inn Madison Downtown",43.068232,-89.398353,22.810846
61069760,"Hilton Garden Inn Chengdu Huayang",30.52446966,104.04034682,CTUCE,"Hilton Garden Inn Chengdu East",30.672516,104.13627,16.511984
28379051,"Doubletree By Hilton Guangzhou",23.131439935657,113.27117218813,CANPZ,"Canopy by Hilton Guangzhou Pazhou",23.099488,113.34194,14.0518055
41918844,"DoubleTree by Hilton Moscow Arbat",55.75492607,37.60088195,MOWAR,"DoubleTree by Hilton Moscow Arbat",55.75493,37.600804,28.431948
99533120,"Hampton Inn Wabash",40.81845216,-85.84098672,LAFUS,"Hampton Inn by Hilton Wabash",40.81874,-85.841328,20.972076
40564284,"Hilton Zhengzhou",34.763620926424,113.70694354558,CGODI,"DoubleTree by Hilton Zhengzhou East",34.769398,113.792188,16.07597
80729771,"Tru By Hilton Raleigh Durham Airport",35.86573872,-78.81522655,RDURP,"Tru by Hilton Durham RTP",35.879796,-78.849152,19.474297
69606502,"Home2 Suites by Hilton Hanford Lemoore",36.31994037,-119.67083328,FATHN,"Hampton Inn by Hilton Hanford",36.316521,-119.671623,15.277489
70979404,"Homewood Suites by Hilton Hartford / Windsor Locks",41.91893400496,-72.671509093357,HFDRW,"Home2 Suites by Hilton Windsor Hartford North",41.875071,-72.665976,20.39461
30099931,"DoubleTree by Hilton Nanning Wuxiang",22.75574102,108.39019086,NNGJC,"DoubleTree by Hilton Nanning Wuxiang",22.75574,108.390189,28.909435
31886604,"StayOvr at Craig Ranch McKinney",33.201,-96.6354,DFWCR,"Hilton Garden Inn McKinney Craig Ranch",33.137035,-96.708313,22.831978
73821175,"Hampton Inn & Suites Huntsville",30.7109624,-95.5673401,IAHHT,"Home2 Suites by Hilton Huntsville",30.71088,-95.569409,12.395233
78647462,"DoubleTree by Hilton Denver International Airport",39.822464877908,-104.77131964418,DENAA,"DoubleTree by Hilton Denver International Airport",39.822694,-104.771149,25.834652
39424855,"Cumberland House Knoxville, Tapestry Collection by Hilton",35.960454571364,-83.92574475,TYSCH,"Cumberland House Knoxville Tapestry Collection by Hilton",35.960534,-83.925763,31.079786
89297371,"Bracebridge Inn",45.043086428069,-79.313890264088,YQARA,"Tru by Hilton Bracebridge, ON",45.049787,-79.296482,13.670522
43510055,"WoodSpring Suites Austin South Central I-35",30.20643884,-97.75673274,AUSSU,"Homewood Suites by Hilton Austin Central I-35",30.320771,-97.706026,22.297922
14826284,"DoubleTree by Hilton Tucson Downtown Convention Center",32.2178521,-110.97340414,TUSAU,"DoubleTree by Hilton Tucson Downtown Convention Center",32.218102,-110.973927,30.038925
57364022,"Home2 Suites by Hilton West Sacramento",38.58223487,-121.52161115,SACUS,"Home2 Suites by Hilton West Sacramento",38.582241,-121.521627,25.84528
16233677,"Tru By Hilton Manassa",38.74006126,-77.51215435,MNZGW,"Tru by Hilton Manassas",38.74,-77.512219,15.722416
62431760,"Waldorf Astoria Atlanta Buckhead",33.849400006768,-84.366479713134,ATLWA,"Waldorf Astoria Atlanta Buckhead",33.849075,-84.366285,32.696404
45748182,"Baymont by Wyndham Branford/New Haven",41.296279,-72.766291,HVNCT,"Hampton Inn by Hilton Branford New Haven",41.29889,-72.772439,20.665777
37641600,"DoubleTree by Hilton La Torre Golf & Spa Resort",37.823577876024,-1.000772416592,MJVLT,"DoubleTree by Hilton La Torre Golf & Spa Resort",37.82376,-1.000195,25.925186
68472400,"Hilton Garden Inn Toronto/Mississauga",43.623914,-79.672187,YYZMU,"Hilton Garden Inn Mississauga",43.5454,-79.7271,19.42716
54961117,"Hilton Garden Inn Paris La Villette",48.89623203,2.3830618,ORYGI,"Hilton Garden Inn Paris La Villette",48.8963,2.383245,24.887136
80044284,"Hilton Garden Inn Santa Ana San Jose",9.93614365,-84.18902162,SJOAC,"Hilton Garden Inn San Jose Airport City Mall",10.004789,-84.210406,18.011864
15309782,"Home2 Suites by Hilton Hayward",37.65980703,-122.11522024,SJCSN,"Home2 Suites by Hilton Sunnyvale",37.409272,-121.995203,16.355259
99600422,"DoubleTree by Hilton Xian Fengdong",34.24087815,108.80541158,XIYER,"DoubleTree by Hilton Xi'an Fengdong",34.240873,108.805365,22.904907
33525120,"Hilton Dubai Al Habtoor City",25.184391249537,55.255236119049,DXBAH,"Hilton Dubai Al Habtoor City",25.184494,55.255329,29.179327
84930331,"Homewood Suites by Hilton Tuscaloosa Downtown",33.21200538,-87.57108033,TCLUA,"Homewood Suites by Hilton Tuscaloosa Downtown",33.212082,-87.570922,27.33905
82515440,"Homewood Suites by Hilton Myrtle Beach Coastal Grand Mall",33.69873253,-78.92721428,MYRGM,"Homewood Suites by Hilton Myrtle Beach Coastal Grand Mall",33.698686,-78.927062,31.362633
34399680,"Hampton by Hilton London City",51.516566,-0.069878,LONAR,"Hampton by Hilton London City",51.516706,-0.069734,21.67973
88594764,"V Hotel Dubai, Curio Collection by Hilton",25.184444313168,55.254405095015,DXBVH,"V Hotel Dubai, Curio Collection by Hilton",25.184431,55.254528,27.660818
59820775,"Azores Pópulo",37.7494,-25.6651,PDLLA,"DoubleTree by Hilton Lagoa Azores",37.749644,-25.580032,12.732404
60095277,"Wailuku Guesthouse",20.885683,-156.500962,OGGWM,"Hilton Garden Inn Maui Wailuku",20.88796,-156.501425,13.671433
24938557,"Hilton Fort Lauderdale Airport",26.063527047242,-80.162980868717,FLLFD,"Embassy Suites by Hilton Fort Lauderdale Airport South",26.057386,-80.14446,24.365852
78078993,"Estero Sands",26.44612584,-81.93785749,RSWES,"Hilton Garden Inn Estero",26.412375,-81.810952,13.274389
53501920,"Busselton Backpackers",-33.6536348,115.34375822,BQBGI,"Hilton Garden Inn Busselton",-33.64561,115.34594,13.671433
14412880,"Tenerife Tour",28.37479,-16.362481,TCIWA,"Waldorf Astoria Tenerife",28.222583,-16.835318,11.513725
62422237,"Chekhoff Hotel Moscow Curio Collection by Hilton",55.768857622263,37.605353593826,MOWCH,"Chekhoff Hotel Moscow, Curio Collection by Hilton",55.768919,37.605488,30.988308
23508317,"Tru By Hilton Greensboro, Nc",36.05269579,-79.88884012,GSOGN,"Tru by Hilton Greensboro",36.052634,-79.888741,21.937561
58333677,"Conrad Urumqi",43.827567,87.59579,URCCI,"Conrad Urumqi",43.821358,87.589383,21.850998
12842491,"Ahiska Palas Kars",40.6045,43.0948,KSYTR,"Hampton by Hilton Kars",40.607766,43.099956,11.532436
67036375,"Hilton Guangzhou Science City",23.172298985668,113.45141025264,CANNI,"Hilton Guangzhou Science City",23.178211,113.457546,24.015081
73941324,"Marjan Island Resort & Spa",25.682280024898,55.746415,RKTCI,"Conrad Marjan Island",25.681127,55.745197,15.006247
51803382,"Hilton Garden Inn Florence Cincinnati Airport South",39.01241446936,-84.636822388361,CVGKE,"Hilton Garden Inn Florence Cincinnati Airport South",39.012763,-84.636602,28.089975
70356400,"Hilton Garden Inn Erzurum",39.9150769,41.2527342,ERZYK,"Hilton Garden Inn Erzurum",39.915928,41.250297,22.71856
42742237,"Hop Inn Cooperstown",42.74661137,-74.86947238,BGMHR,"Hampton Inn by Hilton Cooperstown",42.659166,-74.957038,14.736025
61069760,"Hilton Garden Inn Chengdu Huayang",30.52446966,104.04034682,CTUNE,"Hilton Garden Inn Chengdu Xinglong Lake",30.573919,104.06505,16.511984
69757920,"Hilton Grand Vacations Club The Crane Barbados",13.105941595668,-59.445183037583,BGICR,"Hilton Grand Vacations Club The Crane Barbados",13.105623,-59.446055,31.620895
66677313,"Hampton Inn Tucson Downtown",32.21978812,-110.97063465,TUSCB,"Hampton Inn by Hilton Tucson Downtown",32.21941,-110.97057,22.411211
87899884,"Hampton by Hilton Blackburn",53.75413448,-2.44194812,MANUB,"Hampton by Hilton Blackburn",53.754187,-2.441754,23.136463
20104113,"Hampton Inn North Attleboro",41.95217275,-71.34329425,BOSDA,"Hampton Inn & Suites by Hilton North Attleboro",41.952274,-71.343183,24.00451
54074844,"Hilton Garden Inn Bristol City Centre",51.451513114849,-2.585118412972,BRSAA,"Hilton Garden Inn Bristol Ashton Gate Stadium",51.438974,-2.621783,15.999193
51072877,"Homewood Suites by Hilton Ann Arbor",42.25127532,-83.7388624,DTWAR,"Home2 Suites by Hilton Ann Arbor South",42.24307,-83.75286,22.457355
79079597,"Schaffhausen Youth Hostel",47.7019118,8.6225503,ZRHSH,"Hampton by Hilton Schaffhausen",47.716999,8.665668,11.878011
26045964,"TownePlace Suites Big Spring",32.26129312,-101.4903392,HCABS,"Home2 Suites by Hilton Big Spring",32.261759,-101.491501,16.254997
82655597,"Hilton Garden Inn Tifton",31.446266,-83.534762,ABYTF,"Home2 Suites by Hilton Tifton",31.449509,-83.536524,15.284945
68614742,"The Fellows House Cambridge, Curio Collection by Hilton",52.21628219,0.1257725,STNCA,"The Fellows House Cambridge, Curio Collection by Hilton",52.216507,0.125895,31.44458
54465564,"Hilton Garden Inn Faroe Islands",62.02195957,-6.76867328,FAETH,"Hilton Garden Inn Faroe Islands",62.021993,-6.768901,28.209719
64788971,"Hilton Kinshasa",-4.29847823,15.31211194,FIHCD,"Hilton Garden Inn Kinshasa",-4.3103,15.2736,20.292217
27551986,"Home2 Suites by Hilton Jackson",35.67602439,-88.80513943,MEMJA,"Home2 Suites by Hilton Jackson",35.676033,-88.805149,23.094961
41824400,"Hilton Melbourne Beach Oceanfront",28.133912,-80.579382,MLBCD,"Tru by Hilton Melbourne",28.078094,-80.693397,12.773126
96321931,"Hilton Garden Inn Nashville Brentwood",36.02931854,-86.78813757,BNAPK,"Hampton Inn & Suites by Hilton Brentwood Nashville",36.039236,-86.784414,21.864105
25281186,"Courtyard St. Augustine I-95",29.9139,-81.39858,USTRU,"Tru by Hilton St. Augustine I-95",29.906054,-81.505021,25.525373
81800615,"Home2 Suites by Hilton Nashville-Airport",36.14337,-86.660303,BNAPL,"Home2 Suites by Hilton Brentwood Nashville",36.039082,-86.78439,21.124348
96428913,"Hilton Garden Inn Kampala",0.33758638,32.58392592,EBBKA,"Hilton Kampala",0.329762,32.581058,14.378192
18883575,"Hilton Garden Inn Chandler Downtown",33.30156249,-111.84173416,PHXAZ,"Hilton Garden Inn Chandler Downtown",33.301649,-111.841528,24.253355
78340535,"Home2 Suites by Hilton Anderson Downtown",34.50163551,-82.64954363,ANDRN,"Home2 Suites by Hilton Anderson Downtown",34.501653,-82.649515,26.775805
76000571,"Hilton Garden Inn Snowdonia",53.19090436,-3.84102363,VLYMS,"Hilton Garden Inn Snowdonia",53.190891,-3.841032,23.139233
11987335,"Hampton Inn & Suites Muncie",40.22029431282,-85.43527803638,MIENW,"Home2 Suites by Hilton Muncie",40.221444,-85.437563,13.378697
83001815,"Al Azhar Jeddah",21.494895,39.185633,JEDSA,"Hilton Garden Inn Jeddah Al Nuzhah",21.629567,39.162164,14.666544
67642786,"Hampton Inn Suites Cincinnati West",39.18853015,-84.65383139,LUKBS,"Hampton Inn  Suites by Hilton Cincinnati West",39.188534,-84.65385,22.114616
63931084,"Hilton Hiroshima",34.38641244,132.46241486,HIJSH,"Hilton Hiroshima",34.38637,132.46195,17.44816
83241062,"Hilton Club The Quin New York",40.764600121107,-73.977357745171,NYCCP,"Hilton Club The Quin New York",40.764712,-73.977382,29.28944
63985931,"Home2 Suites by Hilton St Louis Downtown",38.63095855,-90.19821138,STLCS,"Home2 Suites by Hilton St. Louis Downtown",38.630931,-90.198214,27.333878
23427735,"Home2 Suites by Hilton Kenner New Orleans Airport",30.00675826,-90.25368995,MSYKE,"Home2 Suites by Hilton Kenner New Orleans Airport",30.00676,-90.253561,31.78627
64306946,"Tru by Hilton St Louis Downtown",38.63112202,-90.19847445,STLOC,"Tru by Hilton St. Louis Downtown",38.631124,-90.198536,27.768288
10562731,"Hilton Molino Stucky Venice",45.428265316034,12.319992184639,VCEPY,"Canopy by Hilton Venice City Centre",45.443884,12.318778,12.612366
32036797,"Home2 Suites by Hilton Atlanta Norcross",33.9537696,-84.2220354,ATLCO,"Home2 Suites by Hilton Atlanta Galleria",33.884771,-84.459085,20.508055
22180077,"Jamaica Bay Inn Tapestry Collection by Hilton",33.982566667773,-118.45795333386,LAXMI,"Jamaica Bay Inn Marina Del Rey, Tapestry Collection by Hilton",33.982735,-118.457728,28.40237
64712946,"Hilton Garden Inn Atlanta - Buckhead",33.84741585759,-84.369906090043,ATLCG,"Hilton Garden Inn Atlanta Galleria",33.884771,-84.459213,17.21948
46672877,"Hilton Garden Inn Sunnyvale",37.39477419,-122.02973844,OAKDB,"Hilton Garden Inn Dublin",37.703857,-121.860971,12.213599
22681724,"Hampton Inn & Suites Dublin",32.48713044,-82.93982727,MCNTC,"Home2 Suites by Hilton Dublin",32.487417,-82.941727,12.010325
44094044,"RUSHHH Daytona Beach, Tapestry Collection by Hilton",29.191364,-80.990229,DABTP,"Daytona Beach, Tapestry Collection by Hilton",29.238942,-81.013377,25.759048
83077757,"Ginger Pune Wakad",18.60670801127,73.75241522576,PNQPJ,"DoubleTree by Hilton Pune Hinjwadi Wakad",18.601,73.747,22.466957
57629051,"Home2 Suites by Hilton Sarasota I-75 Bee Ridge",27.30155728,-82.44159037,SRQBR,"Home2 Suites by Hilton Sarasota I-75 Bee Ridge",27.301764,-82.4415,35.34201
27550844,"Hampton Inn Delray Beach",26.465611,-80.068579,PBIDL,"Hampton Inn by Hilton Delray Beach",26.465622,-80.068573,21.708109
73796993,"DoubleTree by Hilton Austin, MN",43.6786,-92.9853,AUMTI,"DoubleTree by Hilton Austin",43.682393,-92.981144,19.745802
